date,srtg_price_idr,TBIG,MDKA,ADRO,AADI,MPMX,AGII,NRCA,jci_idx,nav_idr_bn,nav_per_share_idr,discount_to_nav_pct
2025-02-21,1890.0,2240.0,1825.0,2180.0,7675.0,950.0,1325.0,334.0,,62486.5,4611.55,59.02
2025-02-24,1865.0,2210.0,1715.0,2190.0,7600.0,955.0,1320.0,332.0,,61721.61,4555.1,59.06
2025-02-25,1800.0,2200.0,1545.0,2100.0,7325.0,940.0,1305.0,330.0,,60049.81,4431.72,59.38
2025-02-26,1760.0,2210.0,1595.0,2110.0,7150.0,945.0,1305.0,320.0,,60209.56,4443.51,60.39
2025-02-27,1760.0,2190.0,1455.0,2070.0,7250.0,945.0,1325.0,322.0,,59338.84,4379.25,59.81
2025-02-28,1625.0,2160.0,1400.0,2070.0,6725.0,930.0,1330.0,314.0,,58205.92,4295.64,62.17
2025-03-03,1865.0,2200.0,1525.0,2050.0,6625.0,940.0,1285.0,324.0,,58882.47,4345.57,57.08
2025-03-04,1690.0,2180.0,1470.0,1910.0,6225.0,920.0,1280.0,324.0,,57288.18,4227.91,60.03
2025-03-05,1750.0,2190.0,1480.0,1900.0,6375.0,930.0,1275.0,324.0,,57560.54,4248.01,58.8
2025-03-06,1850.0,2190.0,1475.0,2050.0,6775.0,940.0,1295.0,328.0,,58755.65,4336.21,57.34
2025-03-07,1850.0,2210.0,1530.0,2000.0,6475.0,940.0,1230.0,330.0,,58546.3,4320.76,57.18
2025-03-10,1845.0,2200.0,1400.0,1915.0,6675.0,940.0,1210.0,326.0,,57685.33,4257.22,56.66
2025-03-11,1775.0,2180.0,1310.0,1850.0,6575.0,935.0,1200.0,322.0,,56673.01,4182.51,57.56
2025-03-12,1840.0,2150.0,1330.0,1850.0,6500.0,935.0,1215.0,328.0,,56470.03,4167.53,55.85
2025-03-13,1750.0,2160.0,1340.0,1865.0,6575.0,950.0,1215.0,322.0,,56785.88,4190.84,58.24
2025-03-14,1690.0,2110.0,1340.0,1810.0,6475.0,950.0,1210.0,322.0,,56047.27,4136.33,59.14
2025-03-17,1670.0,2070.0,1440.0,1815.0,6700.0,945.0,1210.0,326.0,,56512.44,4170.66,59.96
2025-03-18,1635.0,2030.0,1420.0,1795.0,6350.0,935.0,1195.0,318.0,,55591.99,4102.73,60.15
2025-03-19,1630.0,2050.0,1410.0,1800.0,6825.0,935.0,1190.0,324.0,,56272.34,4152.94,60.75
2025-03-20,1595.0,2050.0,1430.0,1800.0,6825.0,935.0,1180.0,324.0,,56363.93,4159.7,61.66
2025-03-21,1530.0,1965.0,1375.0,1800.0,6800.0,930.0,1155.0,318.0,,55445.79,4091.94,62.61
2025-03-24,1470.0,1965.0,1345.0,1750.0,6550.0,920.0,1155.0,316.0,,54744.71,4040.2,63.62
2025-03-25,1535.0,1965.0,1350.0,1745.0,6375.0,955.0,1165.0,320.0,,54629.94,4031.73,61.93
2025-03-26,1590.0,1980.0,1450.0,1840.0,6575.0,975.0,1195.0,308.0,,55956.62,4129.64,61.5
2025-03-27,1605.0,1990.0,1430.0,1845.0,6525.0,990.0,1195.0,306.0,,55935.76,4128.1,61.12
2025-04-08,1405.0,1820.0,1220.0,1645.0,5750.0,945.0,1140.0,288.0,,51726.72,3817.47,63.2
2025-04-09,1225.0,1900.0,1040.0,1650.0,5750.0,955.0,1130.0,290.0,,51492.98,3800.22,67.77
2025-04-10,1390.0,1935.0,1220.0,1700.0,6000.0,975.0,1135.0,294.0,,53180.77,3924.78,64.58
2025-04-11,1475.0,1935.0,1305.0,1715.0,5900.0,975.0,1110.0,294.0,,53528.19,3950.42,62.66
2025-04-14,1490.0,1940.0,1440.0,1765.0,6350.0,975.0,1150.0,300.0,,54985.76,4057.99,63.28
2025-04-15,1485.0,1975.0,1430.0,1800.0,6475.0,995.0,1130.0,300.0,,55547.28,4099.43,63.78
2025-04-16,1480.0,1975.0,1415.0,1800.0,6925.0,990.0,1120.0,298.0,,55992.39,4132.28,64.18
2025-04-17,1540.0,1975.0,1645.0,1800.0,6850.0,995.0,1140.0,298.0,,57010.41,4207.41,63.4
2025-04-21,1535.0,1975.0,1695.0,1805.0,6750.0,995.0,1175.0,302.0,,57163.79,4218.73,63.61
2025-04-22,1570.0,1980.0,1665.0,1880.0,7250.0,1010.0,1155.0,304.0,,58037.9,4283.24,63.35
2025-04-23,1515.0,1990.0,1570.0,1850.0,7075.0,1020.0,1170.0,306.0,,57340.48,4231.77,64.2
2025-04-24,1525.0,1970.0,1610.0,1875.0,7050.0,1020.0,1165.0,312.0,,57475.58,4241.74,64.05
2025-04-25,1560.0,1975.0,1680.0,1880.0,7075.0,1030.0,1175.0,316.0,,57924.76,4274.89,63.51
2025-04-28,1545.0,1980.0,1660.0,1900.0,7050.0,1035.0,1190.0,316.0,,57948.74,4276.66,63.87
2025-04-29,1540.0,1980.0,1720.0,1900.0,6900.0,1035.0,1265.0,324.0,,58079.37,4286.3,64.07
2025-04-30,1530.0,1990.0,1670.0,1900.0,6725.0,1030.0,1250.0,324.0,,57690.07,4257.57,64.06
2025-05-02,1500.0,1995.0,1690.0,1885.0,6725.0,1030.0,1255.0,338.0,,57752.67,4262.19,64.81
2025-05-05,1520.0,2060.0,1680.0,1860.0,6975.0,1025.0,1245.0,350.0,,58332.34,4304.97,64.69
2025-05-06,1540.0,2180.0,1780.0,1875.0,6925.0,1035.0,1220.0,346.0,,59691.82,4405.3,65.04
2025-05-07,1690.0,2200.0,1855.0,1900.0,6975.0,1035.0,1225.0,344.0,,60368.77,4455.26,62.07
2025-05-08,1625.0,2100.0,1800.0,1895.0,7150.0,1035.0,1220.0,340.0,,59575.29,4396.7,63.04
2025-05-09,1575.0,2060.0,1805.0,1855.0,6975.0,1040.0,1210.0,340.0,,58925.56,4348.75,63.78
2025-05-14,1570.0,2080.0,1770.0,1915.0,7325.0,1045.0,1225.0,340.0,,59619.59,4399.97,64.32
2025-05-15,1620.0,2020.0,1830.0,1915.0,7300.0,1060.0,1235.0,342.0,,59486.53,4390.15,63.1
2025-05-16,1665.0,2020.0,1935.0,2150.0,7300.0,1065.0,1285.0,342.0,,61129.33,4511.39,63.09
2025-05-19,1810.0,2020.0,2070.0,2320.0,7775.0,1085.0,1300.0,344.0,,63193.95,4663.76,61.19
2025-05-20,1720.0,2020.0,2020.0,2210.0,7400.0,1070.0,1280.0,342.0,,61946.13,4571.67,62.38
2025-05-21,1685.0,2030.0,2050.0,2160.0,7425.0,1075.0,1270.0,342.0,,61960.76,4572.75,63.15
2025-05-22,1730.0,2040.0,2030.0,2150.0,7250.0,1075.0,1230.0,342.0,,61670.79,4551.35,61.99
2025-05-23,1715.0,2030.0,2040.0,2100.0,7200.0,1100.0,1200.0,340.0,,61403.45,4531.62,62.15
2025-05-26,1680.0,2000.0,2060.0,2090.0,7350.0,1110.0,1190.0,340.0,,61435.84,4534.01,62.95
2025-05-27,1780.0,2200.0,2040.0,2290.0,7325.0,1100.0,1195.0,340.0,,63668.06,4698.75,62.12
2025-05-28,1750.0,2200.0,2020.0,2200.0,7225.0,1095.0,1175.0,340.0,,63008.18,4650.05,62.37
2025-06-02,1715.0,2220.0,2120.0,2130.0,7100.0,1080.0,1160.0,340.0,,63100.59,4656.87,63.17
2025-06-03,1685.0,2240.0,2070.0,2100.0,7025.0,1080.0,1115.0,338.0,,62761.43,4631.84,63.62
2025-06-04,1715.0,2310.0,2240.0,2100.0,6975.0,1080.0,1095.0,338.0,,64000.31,4723.27,63.69
2025-06-05,1640.0,2310.0,2160.0,2120.0,6850.0,1080.0,1125.0,318.0,,63575.38,4691.91,65.05
2025-06-10,1610.0,2290.0,2140.0,2110.0,7025.0,1090.0,1115.0,318.0,,63519.55,4687.79,65.66
2025-06-11,1635.0,2210.0,2230.0,2120.0,7225.0,970.0,1110.0,318.0,,63352.62,4675.47,65.03
2025-06-12,1615.0,2200.0,2190.0,2120.0,7100.0,960.0,1100.0,318.0,,62915.77,4643.23,65.22
2025-06-13,1615.0,2200.0,2230.0,1995.0,7125.0,970.0,1110.0,318.0,,62568.21,4617.58,65.02
2025-06-16,1700.0,2150.0,2200.0,2000.0,7250.0,965.0,1110.0,314.0,,62227.43,4592.43,62.98
2025-06-17,1670.0,2110.0,2250.0,2000.0,7175.0,960.0,1100.0,314.0,,62073.91,4581.1,63.55
2025-06-18,1655.0,2140.0,2240.0,1990.0,7175.0,960.0,1080.0,312.0,,62186.78,4589.43,63.94
2025-06-19,1590.0,2100.0,2140.0,1925.0,7075.0,950.0,1055.0,310.0,,60967.28,4499.43,64.66
2025-06-20,1605.0,2090.0,2020.0,1860.0,7075.0,950.0,1025.0,306.0,,60009.16,4428.72,63.76
2025-06-23,1565.0,2080.0,2040.0,1800.0,6950.0,940.0,1000.0,300.0,,59565.26,4395.96,64.4
2025-06-24,1625.0,2120.0,1995.0,1815.0,7025.0,945.0,985.0,314.0,,59808.21,4413.89,63.18
2025-06-25,1600.0,2140.0,1805.0,1785.0,6825.0,960.0,985.0,308.0,,58710.25,4332.86,63.07
2025-06-26,1600.0,2070.0,1830.0,1790.0,6700.0,965.0,985.0,310.0,,58217.44,4296.49,62.76
2025-06-30,1610.0,2300.0,2000.0,1830.0,6750.0,965.0,970.0,310.0,,60909.28,4495.15,64.18
2025-07-01,1575.0,2120.0,2030.0,1830.0,6725.0,965.0,990.0,312.0,,59742.36,4409.03,64.28
2025-07-02,1555.0,2010.0,1995.0,1775.0,6700.0,960.0,985.0,312.0,,58485.59,4316.28,63.97
2025-07-03,1600.0,1980.0,2090.0,1760.0,6925.0,965.0,990.0,312.0,,58929.49,4349.04,63.21
2025-07-04,1600.0,2000.0,2070.0,1755.0,7000.0,960.0,980.0,316.0,,59027.59,4356.28,63.27
2025-07-07,1625.0,2000.0,2050.0,1740.0,6950.0,960.0,980.0,312.0,,58801.85,4339.62,62.55
2025-07-08,1620.0,2000.0,2080.0,1745.0,6900.0,960.0,985.0,314.0,,58910.25,4347.62,62.74
2025-07-09,1605.0,2010.0,2110.0,1740.0,6850.0,970.0,990.0,316.0,,59067.84,4359.25,63.18
2025-07-10,1625.0,2020.0,2110.0,1840.0,6975.0,970.0,985.0,320.0,,59762.0,4410.48,63.16
2025-07-11,1625.0,2040.0,2110.0,1870.0,7000.0,980.0,990.0,338.0,,60106.58,4435.91,63.37
2025-07-14,1600.0,1995.0,2090.0,1825.0,6925.0,975.0,980.0,422.0,,59384.64,4382.63,63.49
2025-07-15,1690.0,1995.0,2150.0,1815.0,7025.0,975.0,980.0,525.0,,59754.55,4409.93,61.68
2025-07-16,1685.0,1970.0,2130.0,1840.0,6925.0,975.0,985.0,655.0,,59503.06,4391.37,61.63
2025-07-17,1765.0,2020.0,2210.0,1830.0,6825.0,975.0,980.0,815.0,,60095.06,4435.06,60.2
2025-07-18,1840.0,1995.0,2420.0,1835.0,6825.0,975.0,980.0,815.0,,60933.67,4496.95,59.08
2025-07-21,1960.0,1995.0,2450.0,1885.0,6750.0,975.0,980.0,1015.0,,61254.67,4520.64,56.64
2025-07-22,1975.0,1980.0,2340.0,1965.0,6975.0,975.0,975.0,1015.0,,61272.42,4521.95,56.32
